"","TeamId","TeamName","TotalUSDPrize","TotalTournaments"
"591",24882,"Raised by Kings",54837.6,5
"592",24883,"Yeah Gaming",54513.67,23
"593",857,"Toronto Defiant",54400,3
"594",606,"Romanian National Team",54375.64,11
"595",701,"New Zealand National Team",54100,6
"596",384,"NewRoSoft",53987.44,65
"597",24843,"Futbolist",53764.12,3
"598",24670,"Lux Gaming",53325,8
"599",239,"Spirit of Amiga",53046.44,20
"600",435,"Young Glory",52965.57,6
"601",348,"XMG",52604.36,84
"602",24824,"Global Esports Xsset",52259.38,4
"603",24955,"DivisionX Gaming",52216.16,7
"604",24735,"Sharks Esports",52084.92,12
"605",25018,"sAw",51653.84,13
"606",668,"Asterion",51530.77,93
"607",699,"Hong Kong National Team",51500,5
"608",199,"goodgame",51247.86,18
"609",597,"Singaporian National Team",51125,7
"610",683,"Hite SPARKYZ",50818.59,16
"611",24869,"CERBERUS Esports",50799.88,10
"612",24901,"Dynamind",50650,2
"613",24904,"Riddle",50400,2
"614",24905,"Stratum Esports",50300,2
"615",406,"3sUP Enterprises",50126.66,13
"616",819,"Hanwha Life Esports",49868.6,6
"617",24890,"Cream Esports",49435.45,6
"618",24830,"CrowCrowd",48812.51,8
"619",24700,"Nora-Rengo",48760,7
"620",929,"Pixel 1",48592.1,39
"621",189,"69°N-28°E",48449.74,6
"622",614,"Team WinFakt",48266.3,14
"623",284,"spiXel",48130.12,7
"624",150,"hoorai",48121.67,13
"625",831,"Rift Esports",48079.11,3
"626",159,"Absolute Legends",47434.47,39
"627",718,"Mysterious Monkeys",46778.9,14
"628",500,"REUNITED",46362.97,33
"629",526,"Team X",46000,5
"630",358,"CLASH Tournaments",45988.3,183
"631",611,"NGA Club",45335.36,7
"632",24938,"Wave Esports",45323.18,26
"633",444,"Unlimited Potential",45312.6,3
"634",24736,"Radiance",44925.4,14
"635",24823,"WClick",44600,3
"636",288,"Temp.no",44475.44,23
"637",596,"Austrian National Team",44409.12,8
"638",24676,"AS Monaco Esports",44345.7,14
"639",537,"Even Matchup Gaming",44044.24,96
"640",24865,"Xavier Esports",43481.25,10
"641",333,"Team Impulse",43000,5
"642",24975,"ELL",42868.2,1
"643",551,"Team Revolution",42724.5,82
"644",665,"bbq Olivers",42359.3,6
"645",190,"Destination-Skyline",41549.71,11
"646",792,"Golden Guardians",41492.85,4
"647",24677,"Team Oplon",41199.76,42
"648",426,"OverGaming",40935.37,22
"649",24689,"Apex Racing Team",40934.42,6
"650",24875,"ArkAngel",40800,7
"651",24944,"303 Esports",40538.75,12
"652",361,"VGBootCamp",40312.22,114
"653",605,"Portugese National Team",40238.7,7
"654",791,"Playing Ducks",40061.31,27
"655",942,"Toro Rosso Esports Team",40000,1
"656",944,"University of Illinois at Urbana-Champaign",40000,1
"657",24794,"Hard Legion Esports",39504.5,10
"658",278,"Astana Dragons",38823.69,11
"659",368,"Clan-Mystik",38751.6,19
"660",156,"Gravitas Gaming",38639.43,17
"661",25027,"Vision Strikers",38000,2
"662",502,"Lounge Gaming",37962.07,9
"663",24679,"Konix eSport",37910.92,23
"664",594,"Bulgarian National Team",37868.11,8
"665",252,"Lightning Pandas",37829.32,4
"666",693,"Belgian National Team",37525,8
"667",410,"Conquest",37500,5
"668",326,"Brutality",37446.23,25
"669",247,"(monkey) Business",37194,2
"670",397,"Torpedo Gaming",37192.25,14
"671",615,"DTS Gaming",37050.43,21
"672",155,"Online Kingdom",36090.5,7
"673",506,"Team SPACECRAFT",36071.09,39
"674",271,"GameOnline",35882.37,4
"675",24996,"Built By Gamers",35633.32,5
"676",355,"JaX Money Crew",35450,11
"677",24810,"EUs Finest",35000,3
"678",559,"Smash Studios",34498.06,223
"679",24967,"EXO Clan",34431.14,20
"680",24750,"Trelleborg Team",34335.27,11
"681",401,"Elite Wolves",34277,8
"682",295,"Imaginary Gaming",34191.47,43
"683",24913,"Vexed Gaming",34062.3,16
"684",24886,"Sector One",33977.6,22
"685",845,"Team Massive Dragons",33977.53,2
"686",24919,"Exalty",33874.25,58
"687",528,"Valencia CF eSports",33714.38,13
"688",585,"Mexican National Team",33317,9
"689",654,"Cyclone",33262.22,14
"690",953,"Demise",32563.41,34
"691",24934,"Charlotte Phoenix",32200,4
"692",459,"London Mint",32086.7,5
"693",816,"O'Gaming",31870.64,44
"694",260,"No Tidehunter",31777.08,13
"695",388,"myRevenge",31677.8,33
"696",24747,"Racing Point F1 Esports",31450,2
"697",807,"Business associates",31365,9
"698",289,"UNiTE Gaming",31200,7
"699",441,"Huma",31178.54,4
"700",412,"Team LoLPro",30750,10
"701",24850,"DreamEaters",30541.29,11
"702",25042,"Ellevens Esports",30500,2
"703",24834,"NoPing e-sports",30438,6
"704",636,"Chilean National Team",30000,3
"705",456,"Mexico City Furia",30000,2
"706",356,"Melee it on Me",29937.34,156
"707",24939,"MS Chonburi",29912.83,3
"708",510,"Epik Gamer",29750,6
"709",25041,"Avidity Esports",29500,2
"710",25043,"Canberra Havoc",29500,4
"711",574,"ANOX",29324.99,10
"712",24885,"London Esports",29309.09,12
"713",399,"T Show",29233.11,25
"714",24894,"Nexus Gaming",28909.46,7
"715",810,"Team Orcus",28863.8,1
"716",495,"Team Blacer",27834.95,58
"717",152,"Eclypsia",27777.57,21
"718",645,"Boreal eSports",27732.04,53
"719",519,"Apex Gaming",27500,2
"720",24860,"FireNIce Esports",27500,3
"721",24849,"Royal Youth",27487.5,2
"722",24800,"RBG Esports",27010.36,10
"723",704,"Swiss National Team",27000,3
"724",24848,"İstanbul Wild Cats",26752.82,6
"725",469,"Dallas Venom",26500,4
"726",24856,"pro100",26083.5,10
"727",423,"nerdRage",26026.74,22
"728",25010,"Echo Zulu",25885.7,14
"729",24669,"Armada Esports",25750.73,71
"730",474,"Good Game University",25700,2
"731",622,"Rising Stars Gaming",25560.05,16
"732",667,"Horde",25476.36,5
"733",24831,"Rascal Jester",25135.74,9
"734",270,"WICKED eSports",25005.55,7
"735",400,"Epiphany Bolt",24940.52,28
"736",727,"The Muffin Men",24900,8
"737",25016,"Neon Esports",24810.55,5
"738",345,"Masters 3",24718,2
"739",689,"DuSt Gaming",24586.35,116
"740",359,"Trig Esports",24512.24,11
"741",418,"Team Meka",24469.24,32
"742",24909,"SMASH Esports",24000,3
"743",478,"Fraternitas",23806.91,24
"744",24993,"XSET",23700,6
"745",24908,"SKADE",23568.6,10
"746",24729,"Chicken Fighters",23500,3
"747",24959,"Los Angeles Guerrillas",23433.33,6
"748",24921,"Omen Elite",23263.75,5
"749",911,"Pure Racing Team",23075,3
"750",702,"Peruvian National Team",23000,4
"751",259,"Team Admiral",23000,2
"752",431,"Team Fusion",23000,3
"753",291,"PotM Bottom",22954,4
"754",706,"Dark Sided",22930.66,21
"755",407,"Brave e-Sports",22804.83,12
"756",238,"JusTus",22780,8
"757",433,"8th Team",22691.19,13
"758",24968,"Wygers",22601,5
"759",694,"Kazakh National Team",22600,4
"760",24911,"CeX",22580.38,18
"761",460,"Sydney Underground",22500,2
"762",721,"Kyoto eSports",22315.7,11
"763",24712,"Elgiganten Gaming",22312.06,9
"764",450,"Inspire Esports",22297.9,4
"765",731,"The Leftovers",22293.99,11
"766",254,"Exertus eSports",22271.76,23
"767",298,"Broken Tier",22157.4,59
"768",351,"Gameburg Team",22140.16,6
"769",24871,"Sandrock Gaming",22100.95,8
"770",627,"EarthRoot Gaming",22019.83,31
"771",24858,"Regal Reserve",22000,3
"772",24771,"Team Phantasma",21975,8
"773",167,"IvDgaming",21658.65,28
"774",445,"Ember",21500,2
"775",24965,"Beyond Esports",21396.79,12
"776",649,"2GGaming",21181.14,45
"777",187,"Team Nv",20524.15,21
"778",24718,"Project EVERSIO",20411.89,27
"779",25036,"5men",20411,4
"780",437,"E-corp Gaming",20265.95,11
"781",673,"Gold Coin United",20000,2
"782",947,"Hype Energy eForce India",20000,1
"783",24969,"Tribe Gaming",20000,3
"784",24792,"LiViD Gaming",19958.6,3
"785",477,"IsIMBA",19885.38,55
"786",24755,"John Deere Gaming",19875.54,10
"787",600,"Serbian National Team",19620.22,4
"788",24870,"RCD Espanyol",19578,5
"789",422,"Ex Nihilo",19551.02,6
"790",24724,"Cygames Beast",19356.35,2
"791",24891,"Unsold Stuff Gaming",19275,4
"792",601,"Philippines National Team",19200,5
"793",24696,"Hippomaniacs",19032.13,14
"794",480,"PuLse Gaming",18797.97,2
"795",363,"Big3",18683.42,7
"796",24943,"72 Pin Connector",18375,3
"797",24868,"Victim",18200,3
"798",24817,"All Rejection Gaming",18194.03,5
"799",24739,"Fast Racers Forza",18000,2
"800",517,"No Diggity",18000,2
"801",25002,"Parallax Gaming",18000,3
"802",448,"Operation Kino eSports",17838.77,19
"803",25039,"Rainbow7",17625,2
"804",24827,"Vendetta",17556.02,3
"805",116,"Guild of Imbalance",17519.42,25
"806",737,"iNETKOXTV",17464.1,20
"807",24719,"Afterthought",17320,4
"808",250,"Aware Gaming",17114.31,11
"809",24753,"KRONE eSports",17068.2,9
"810",24738,"JOTA eSport",17000,1
"811",350,"Vicious Syndicate Gaming",16925,10
"812",565,"Seattle Surge",16900,5
"813",255,"eoLithic",16772.87,3
"814",811,"Lebanon National Team",16610.22,2
"815",691,"Israel National Team",16600,3
"816",24961,"Team Sampi",16494.43,13
"817",651,"InControl Gaming",16433.36,32
"818",772,"Netcode Illuminati",16300,5
"819",705,"Miami Flamingos‏ e-Sports",16183.99,26
"820",514,"Hyper Youth Gaming",16108,1
"821",249,"VanQuish",16105.4,9
"822",935,"PlayerOne Esports",16000,3
"823",105,"It's Gosu eSports",15915.54,31
"824",179,"Area 51 Gaming",15800,4
"825",369,"The Last Resistance",15767.53,4
"826",387,"EloHell",15643.43,4
"827",24923,"IziDream",15437.35,2
"828",541,"Game Talents",15013.4,1
"829",527,"Brain Power",15000,1
"830",472,"Odyssey Gaming",15000,2
"831",455,"Singapore Sword",15000,1
"832",458,"Stockholm Magnetik",15000,1
"833",470,"Wuhan Dragon",15000,1
"834",375,"Arcade eSports",14925.93,13
"835",24914,"Fierce Esports",14791.57,7
"836",321,"Control Gaming",14751.68,110
"837",496,"Team gamed!de",14588.9,9
"838",803,"DAN Gaming",14528.5,1
"839",604,"Hungarian National Team",14518.11,5
"840",540,"Tollenz Lions",14323.49,19
"841",476,"Sinners Never Sleep",14302.87,4
"842",465,"Astralis (Finnish)",13837.79,7
"843",25015,"Signify",13829.29,2
"844",509,"Romandy Gaming",13695.06,50
"845",24867,"Kanga Esports",13500,7
"846",432,"Team Innova",13434.23,11
"847",630,"EndGameTV",13345.91,47
"848",429,"Bob Question Mark",13240.19,6
"849",24723,"Aerowolf",13000,1
"850",25045,"Omni Nation",13000,1
"851",24731,"Equinox Gaming",12958.01,16
"852",25023,"BMW Esports",12900,1
"853",24917,"Digital Athletics",12900,5
"854",504,"Rebels Anarchy",12814.95,2
"855",542,"Team LeiFeng",12802.27,54
"856",24912,"Radix eSports",12753.81,8
"857",24985,"Ovation eSports",12750,8
"858",24698,"Halocline Gaming",12737.84,13
"859",24876,"Dragons Esports Club",12639.13,4
"860",415,"Quarter after Midnight",12548.88,36
"861",24947,"Attack All Around",12522.23,6
"862",24759,"Ancient Warriors",12475,7
"863",24752,"Die Landeier",12422.08,10
"864",24754,"Team GRIMME",12357.89,8
"865",24926,"Overt",12350,4
"866",717,"Hammers Esports",12307.27,10
"867",424,"Fatal Ambition",12282.96,4
"868",24888,"Game Agents",12018.15,2
"869",24740,"Virtualdrivers TX3",12000,1
"870",110,"eSahara",11870.62,19
"871",822,"Mentality Esports",11840.75,20
"872",806,"Final-Gaming",11576.18,18
"873",24942,"Oxygen Esports",11500,2
"874",533,"ExAequo",11446,4
"875",272,"Universal Soldiers",11350,4
"876",24979,"Entropiq",11154.73,8
"877",24741,"Team Highlands Racing",11000,2
"878",269,"Vitriolic",10992.91,5
"879",24854,"Justice Esports",10824.45,3
"880",25014,"Energy Esports",10764.54,2
"881",24853,"SYF Gaming",10721.75,9
"882",24974,"Lucid Dream",10466.08,7
"883",607,"Belarusian National Team",10382.12,5
"884",800,"Coalition Gaming",10020.3,17
"885",945,"Carleton University",10000,1
"886",595,"Slovakian National Team",9816.1,3
"887",24732,"Genuine Gaming",9794.55,9
"888",853,"EXPLOSIVE",9750,2
"889",24811,"Disrupt Gaming",9500,5
"890",140,"Air Force ACE",9413.89,10
"891",728,"Team Iris",9377.5,20
"892",24778,"Burning Core",9340.2,3
"893",24932,"mCon esports Rotterdam",9279.21,7
"894",24855,"Furious Gaming",9250.23,10
"895",24981,"Mamba Mode Gaming",9050,9
"896",24695,"Nevermore eSports",8962.05,11
"897",24756,"SDL eSports",8958.9,3
"898",151,"starComa",8950.92,2
"899",24992,"Exeed Esports",8900,5
"900",679,"Fusion Girls",8873.48,5
"901",24970,"Global Esports",8865,4
"902",24791,"Paradox Gaming",8860.97,9
"903",659,"Keep Gaming",8850.65,6
"904",24837,"GoSkilla",8796.69,2
"905",328,"The Steam Co",8660.75,59
"906",648,"Fly Society",8623.13,21
"907",25034,"Bren Esports",8500,2
"908",370,"Professional Skills",8424.84,5
"909",178,"Pulse Esports",8408.82,15
"910",703,"Indonesian National Team",8400,2
"911",24673,"Sinai Village",8356.7,34
"912",25009,"Dynasty",8356.55,7
"913",25031,"ESPADA",8337,3
"914",725,"Red Bulls",8241.45,1
"915",692,"Malay National Team",8200,2
"916",24954,"dizLown",8043.58,4
"917",618,"Colombian National Team",7958.56,2
"918",566,"Trail Gaming League",7640.33,22
"919",24749,"Burning-Gamers.de",7593.57,7
"920",24761,"Team Lindner",7572.31,7
"921",815,"Mirage",7532.38,4
"922",697,"Croatian National Team",7525,3
"923",461,"Rio Sinistro",7500,1
"924",463,"Seoul Jinhwa",7500,1
"925",924,"Crack Clan",7486.92,3
"926",629,"Team Viral",7456.46,28
"927",24960,"GameWard",7415.62,5
"928",24984,"Grizi Esport",7400,8
"929",24892,"Trident Esports",7389.19,8
"930",722,"Serenity Sports",7336.61,14
"931",353,"Heimerdinger's Colossi",7285.84,6
"932",647,"V8 eSports",7250,3
"933",25032,"SINNERS Esports",7223.86,2
"934",24779,"Malvinas Gaming",7164.3,7
"935",24760,"Team HORSCH",7152.77,5
"936",25046,"Plot Twist",7000,1
"937",160,"Virus Gaming",6998.62,28
"938",751,"Balance Gaming",6800.12,24
"939",538,"Polarity",6500,3
"940",25026,"JAESA Team Suzuki",6450,1
"941",25025,"Team Fordzilla",6450,1
"942",25024,"YAS HEAT",6450,1
"943",24987,"Granit Gaming",6375,13
"944",428,"MKZ",6345.52,2
"945",346,"Assassin Sniper",6308.4,2
"946",724,"Rhinos Gaming",6289.76,3
"947",549,"Team Heir",6274.61,38
"948",24710,"Icelandic National Team",6157.85,2
"949",960,"Saudi National Team",6100,2
"950",24798,"Team Mantra",6000,1
"951",961,"South African National Team",5800,2
"952",25021,"REJECT",5796.06,3
"953",24846,"RÄHINÄ eGameStars",5774.13,2
"954",24941,"Big Frames",5750,8
"955",25022,"Sengoku Gaming",5701.68,1
"956",24880,"Team Parallel",5625.8,3
"957",752,"Team YP",5605.2,11
"958",24956,"GameHome Esports",5536,3
"959",24949,"Mythic",5500,4
"960",24762,"Team Komatsu Forest",5234.05,3
"961",950,"Haas F1 Esports Team",5000,1
"962",24767,"Indian National Team",5000,1
"963",24766,"Irish National Team",5000,1
"964",24768,"Latvian National Team",5000,1
"965",24769,"Paraguayan National Team",5000,1
"966",25044,"Warriors International",5000,1
"967",738,"INSHOCK",4979.07,7
"968",24973,"Suomi",4925,2
"969",391,"Team Lucky Draw",4888.34,10
"970",490,"True AmBition",4866.01,35
"971",166,"RattleSnake",4761.1,3
"972",487,"Redbloods",4672.8,19
"973",24727,"Dark Origin",4663.01,3
"974",282,"Templars of Twilight",4519.27,6
"975",24994,"Cosa Nostra Games",4500,3
"976",24978,"Kansas City Pioneers",4500,3
"977",24838,"BOX Gaming",4350,3
"978",25008,"Brussels Guardians",4326.44,5
"979",758,"RELAPSE Gaming",4324.41,6
"980",710,"Laser Kittenz",4300,2
"981",170,"Clarity Gaming",4295.38,7
"982",576,"Team Phoenix",4250,3
"983",484,"I Will Kill You Gaming",4184.62,3
"984",378,"Awsomniac",4174.28,2
"985",24816,"Výfuk",4142.8,3
"986",377,"Benched Gaming",4054.84,5
"987",554,"Mortality",3975.3,29
"988",379,"DragonBorns",3965.4,1
"989",24983,"Enterprise Gaming",3850,6
"990",24916,"Salamander Gaming",3825,3
"991",754,"FStep",3773.8,10
"992",836,"Zerator",3697.09,6
"993",24751,"Landwirtschaft3.0",3611.37,2
"994",24764,"Team CLAAS",3597.91,3
"995",276,"Five Crowns",3502.85,2
"996",547,"qwerty",3500,2
"997",936,"Monolith Gaming",3474,3
"998",24807,"Aera Esport",3391.94,1
"999",436,"El NeXo",3307.48,9
"1000",932,"Fursan Esports",3300,4
"1001",303,"Pandora's Mighty Soldiers",3250,5
"1002",24896,"Game Fist",3155.69,2
"1003",813,"Team Invited",3153.43,1
"1004",782,"Red Coin",3028.8,5
"1005",24757,"Team AMAZONE",3000.72,3
"1006",798,"Dynamo Kyiv Esports",3000,2
"1007",838,"Team Requiem",2922.34,3
"1008",24887,"Team LEISURE",2869.44,2
"1009",552,"Team Prismatic",2856.99,21
"1010",488,"Glacial Gaming",2852.25,15
"1011",25011,"⁠Team THRLL",2848.88,2
"1012",24863,"Team SiNister",2847.34,2
"1013",24929,"Riddle Esports",2844.55,1
"1014",24675,"Augury Gaming",2801.6,6
"1015",570,"Lets Play",2787.47,22
"1016",24699,"orKs Grand Poitiers",2672.46,13
"1017",122,"Praetoriani",2544.48,11
"1018",809,"4 Asians Plus 1",2500,1
"1019",590,"Kyrgyzsian National Team",2500,1
"1020",603,"Tunesian National Team",2500,1
"1021",25020,"BlackBird Ignis",2450.6,2
"1022",640,"Team Oxy",2314,18
"1023",24964,"Signature Gaming",2305.48,2
"1024",493,"Haven Esports",2265.43,22
"1025",24976,"Se7en eSports",2250,2
"1026",498,"Great British Pounding",2213.61,2
"1027",532,"Kingsmen",2207.82,7
"1028",25004,"KV Mechelen",2142.65,2
"1029",837,"War Legend",2128.81,3
"1030",24685,"Supersonic Avengers",2115.1,9
"1031",564,"Olympus Esports",2106.65,20
"1032",146,"Salade Tomate Oignon",2061.31,1
"1033",24799,"Nfinite",2000,1
"1034",24951,"Oryx Esports",2000,1
"1035",624,"Sporting CP eSports",2000,1
"1036",24802,"Team Chaotic",2000,1
"1037",24730,"Team Razer",2000,1
"1038",24995,"vsBANDITS",2000,1
"1039",491,"Amino",1987.35,17
"1040",360,"Grow uP Gaming",1971.37,2
"1041",128,"WeRRa",1969.74,2
"1042",25038,"Revolution",1968.89,3
"1043",24681,"Kings of Urban",1950,11
"1044",729,"Myth Gaming",1900,3
"1045",154,"LighT eSports",1870.48,3
"1046",24691,"Thunder Gaming",1800.05,6
"1047",24925,"ACE1",1700,4
"1048",25019,"KPI Gaming",1594.94,1
"1049",376,"GSI Gaming",1509.61,1
"1050",24952,"1NE eSports",1500,1
"1051",24966,"ASMR eSports",1500,1
"1052",24980,"Morning Light",1500,2
"1053",244,"Team Saw",1500,1
"1054",25005,"Aethra Esports",1467.63,1
"1055",24977,"Big Time Regal Gaming",1447,1
"1056",390,"Team Innovation",1433.17,4
"1057",182,"Vile Gaming",1350,2
"1058",685,"BOT Empire",1322.8,5
"1059",535,"Synthetik",1303.03,7
"1060",292,"Rock Solid",1300,2
"1061",232,"Fuse",1250,1
"1062",394,"XDG Gaming",1250,1
"1063",492,"Frequency",1220,7
"1064",24997,"Rams",1200,1
"1065",25006,"Team 7AM",1174.1,1
"1066",24962,"Gaming Privé",1164.1,7
"1067",619,"SilentSquad",1141.88,9
"1068",556,"AntiBeat Multigaming",1107.97,2
"1069",24920,"Team XENEX",1106.45,3
"1070",24889,"AVENUE eSports",1052.33,2
"1071",24988,"Team Vikings",1050,2
"1072",186,"Team Menace.fi",1014.09,8
"1073",24758,"BEDNAR Team",1005.38,1
"1074",25051,"OpTic Chicago",1000,1
"1075",25037,"Paper Rex",1000,1
"1076",449,"Team Symthic",1000,1
"1077",202,"Unitary Guerilla Platoon",1000,1
"1078",25033,"YaLLa Esports",1000,1
"1079",24701,"eMonkeyz",997.99,3
"1080",24763,"Alki-Agrar",984.64,1
"1081",24930,"Honig Gäng",973.94,1
"1082",24895,"Team of elite guys",972.3,1
"1083",749,"EMP",959.3,3
"1084",784,"UX Gaming",950.94,6
"1085",24986,"OtterWorld eSport",950,3
"1086",563,"MisaiFix",906.51,8
"1087",24688,"BOT",898.32,24
"1088",24873,"Refund Gaming",894.75,3
"1089",25003,"B4 eSports",886.29,1
"1090",25007,"RSC Anderlecht Esports",880.58,1
"1091",24972,"SalzZ",874,2
"1092",812,"ePunks",800,1
"1093",662,"Lone Ranger",735.7,6
"1094",24928,"Triple A Esports",708,1
"1095",24999,"Athletix eSport",700,2
"1096",24852,"Inside Games",694.8,2
"1097",750,"Good Game Labs",694.62,4
"1098",553,"Team Ascension",659.2,3
"1099",24915,"Horus Esports",642.51,1
"1100",757,"Eraiize",621.34,8
"1101",670,"Black Craft Spirits",600.6,3
"1102",24805,"Golden Modem Squad",600,2
"1103",25035,"orKs Grand Poitiers",590,1
"1104",438,"Team Xcution",586.4,3
"1105",796,"squad",570.56,3
"1106",511,"West Ham United",567.55,1
"1107",24808,"Yunktis",565.32,1
"1108",804,"For Glory",500,2
"1109",569,"GamersLeague eSport",487.51,6
"1110",567,"U4X eSports",469.68,6
"1111",620,"Degasa",435.73,7
"1112",555,"Team Tower",400,1
"1113",568,"Permafrost Gaming",399.62,4
"1114",381,"SUPA HOT CREW XD",350,1
"1115",24697,"Hound Esports",337.51,2
"1116",24936,"Cocktails Dannati",331.06,14
"1117",24897,"Centaury Event",328.35,11
"1118",785,"Team EGO",278.07,6
"1119",681,"GameTyrant",272.2,6
"1120",24809,"Exillium Esports",258.97,1
"1121",24728,"Fudoh",250,1
"1122",25040,"TopHard Esports",250,1
"1123",631,"Rabbit Deaf e-Sports",223.42,8
"1124",25000,"Technocracy",217.33,7
"1125",497,"Ionic.gg",211.96,1
"1126",24804,"Sage eSports",200,1
"1127",24982,"Sunflower Gaming",200,1
"1128",467,"Apocalypse eSports",169.25,4
"1129",24694,"Joe Gibbs Racing",155,1
"1130",632,"Defenses Geniuses",151.45,2
"1131",24940,"Team Immunity",150,1
"1132",173,"Team Legion",150,1
"1133",686,"G-Force",145,1
"1134",617,"Kids Next Door",136,2
"1135",641,"Geeky Goon Squad",128.13,8
"1136",24924,"Vikingekrig Esports",125,1
"1137",578,"KATT5",114.8,2
"1138",24693,"JR Motorsports",108,1
"1139",25048,"Arrowgant Combottants",70.2,1
"1140",573,"BOXR",48.37,1
"1141",634,"Aptitude E-Sports",28.05,1
"1142",633,"GuildWars",21.92,1
"1143",258,"aDversity",0,NA
"1144",964,"Astral Gaming",0,NA
"1145",24989,"B4stardos",0,NA
"1146",24922,"Borowiki",0,NA
"1147",24927,"BS COMPEITION",0,NA
"1148",24770,"c0ntact Gaming",0,NA
"1149",24765,"CCyber Giants",0,NA
"1150",858,"Chengdu Hunters",0,NA
"1151",672,"Cocodrilos eSports",0,NA
"1152",24990,"DC Team",0,NA
"1153",562,"Degasa",0,NA
"1154",747,"Edax Pro",0,NA
"1155",332,"Elements",0,NA
"1156",24910,"eRow Team",0,NA
"1157",24726,"eXo eSports",0,NA
"1158",24665,"ExoTique eSPORT",0,NA
"1159",24666,"ExoTique eSPORT",0,NA
"1160",680,"Extreme Dive Gaming",0,1
"1161",855,"FATEH",0,NA
"1162",245,"Fearless Under Fire",0,NA
"1163",161,"Fightline",0,NA
"1164",25028,"Floodebollerogkokus",0,NA
"1165",917,"Galatasaray Esports",0,NA
"1166",336,"Gravity",0,NA
"1167",24935,"HONORIS",0,NA
"1168",25052,"Impave Gaming",0,NA
"1169",522,"KingSurf",0,NA
"1170",24931,"KurdGamers",0,NA
"1171",959,"LANGUDAR",0,NA
"1172",854,"Legion",0,NA
"1173",534,"Liquid Gaming",0,NA
"1174",25050,"Los Angeles Thieves",0,NA
"1175",25029,"MASONIC",0,NA
"1176",171,"My Intent",0,NA
"1177",325,"NECKBREAK",0,NA
"1178",24721,"Nemesis Esports",0,NA
"1179",778,"NeST Gaming",0,NA
"1180",24686,"Oasis eSports",0,NA
"1181",24711,"ObnoxiousGaming",0,NA
"1182",25001,"Old Man Rock",0,NA
"1183",25030,"OPAA Gaming",0,NA
"1184",24937,"PNG Clan",0,NA
"1185",669,"Potassium eSports",0,NA
"1186",628,"Primal",0,NA
"1187",905,"Project Eversio.BO4",0,NA
"1188",906,"Project Eversio.BO4",0,NA
"1189",907,"Project Eversio.BO4",0,NA
"1190",908,"Project Eversio.BO4",0,NA
"1191",24840,"Purple Moods Esport",0,NA
"1192",310,"Revenge Gaming",0,NA
"1193",755,"RockPaperSmashville",0,NA
"1194",560,"Royalty",0,NA
"1195",515,"Saint Club",0,NA
"1196",939,"Sandbox",0,NA
"1197",828,"SCHWACHKOPF",0,NA
"1198",280,"se mi puta",0,NA
"1199",24998,"Spectrum ESC",0,NA
"1200",25013,"Speed eSports",0,NA
"1201",741,"Steel Wolf",0,NA
"1202",952,"Syntic eSports",0,NA
"1203",324,"Team Elunes",0,NA
"1204",279,"Team Karma",0,NA
"1205",327,"Team MxB",0,NA
"1206",756,"Team Solstice",0,NA
"1207",25017,"Team TapOnce",0,NA
"1208",307,"UnWanted",0,NA
"1209",294,"WARMAKER",0,NA
"1210",25047,"William Byron Esports",0,NA
"1211",24692,"Wood Brothers Racing",0,NA
"1212",24862,"YMCA Esports",0,NA
"1213",446,"ZTR Gaming",0,NA
